PassengerId,Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked,Title,FamilySize,IsAlone,AgeGroup
394,1,1,0,23.0,1,0,4.738607824217808,1,1,2,0,2
395,1,3,0,24.0,0,2,2.8735646395797834,0,5,3,0,2
396,0,3,1,22.0,0,0,2.174274334826008,0,4,1,1,2
397,0,3,0,31.0,0,0,2.180891922715322,0,1,1,1,2
398,0,2,1,46.0,0,0,3.295836866004329,0,4,1,1,3
399,0,2,1,23.0,0,0,2.4423470353692043,0,7,1,1,2
400,1,2,0,28.0,0,0,2.613739521630969,0,5,1,1,2
401,1,3,1,39.0,0,0,2.188856327665703,0,4,1,1,3
402,0,3,1,26.0,0,0,2.2027647577118348,0,4,1,1,2
403,0,3,0,21.0,1,0,2.3818582738885534,0,1,2,0,2
404,0,3,1,28.0,1,0,2.8243506567983707,0,4,2,0,2
405,0,3,0,20.0,0,0,2.2682524139135403,0,1,1,1,2
406,0,2,1,34.0,1,0,3.091042453358316,0,4,2,0,2
407,0,3,1,51.0,0,0,2.169053700369523,0,4,1,1,3
408,1,2,1,3.0,1,1,2.9831534913471307,0,0,3,0,0
409,0,3,1,21.0,0,0,2.1719067693519296,0,4,1,1,2
410,0,3,0,29.69911764705882,3,1,3.275887339030031,0,1,5,0,2
411,0,3,1,29.69911764705882,0,0,2.1855792552411137,0,4,1,1,2
412,0,3,1,29.69911764705882,0,0,2.061570298060867,2,4,1,1,2
413,1,1,0,33.0,1,0,4.51085950651685,2,1,2,0,2
414,0,2,1,29.69911764705882,0,0,0.0,0,4,1,1,2
415,1,3,1,44.0,0,0,2.188856327665703,0,4,1,1,3
416,0,3,0,29.69911764705882,0,0,2.2027647577118348,0,5,1,1,2
417,1,2,0,34.0,1,1,3.5115454388310208,0,5,3,0,2
418,1,2,0,18.0,0,2,2.6390573296152584,0,1,3,0,1
419,0,2,1,30.0,0,0,2.6390573296152584,0,4,1,1,2
420,0,3,0,10.0,0,2,3.224857896545748,0,1,3,0,0
421,0,3,1,29.69911764705882,0,0,2.1855792552411137,1,4,1,1,2
422,0,3,1,21.0,0,0,2.167143305297764,2,4,1,1,2
423,0,3,1,29.0,0,0,2.1832383353614797,0,4,1,1,2
424,0,3,0,28.0,1,1,2.7343675094195836,0,5,3,0,2
425,0,3,1,18.0,1,1,3.0545906305603445,0,4,3,0,1
426,0,3,1,29.69911764705882,0,0,2.1102132003465894,0,4,1,1,2
427,1,2,0,28.0,1,0,3.295836866004329,0,5,2,0,2
428,1,2,0,19.0,0,0,3.295836866004329,0,1,1,1,2
429,0,3,1,29.69911764705882,0,0,2.169053700369523,2,4,1,1,2
430,1,3,1,32.0,0,0,2.2027647577118348,0,4,1,1,2
431,1,1,1,28.0,0,0,3.3160025355989236,0,4,1,1,2
432,1,3,0,29.69911764705882,1,0,2.8390784635086144,0,5,2,0,2
433,1,2,0,42.0,1,0,3.295836866004329,0,5,2,0,3
434,0,3,1,17.0,0,0,2.094945728215801,0,4,1,1,1
435,0,1,1,50.0,1,0,4.041295341132285,0,4,2,0,3
436,1,1,0,14.0,1,2,4.795790545596741,0,1,4,0,1
437,0,3,0,21.0,2,2,3.5660053559634015,0,1,5,0,2
438,1,2,0,24.0,2,3,2.9831534913471307,0,5,6,0,2
439,0,1,1,64.0,1,4,5.575949103146316,0,4,6,0,4
440,0,2,1,31.0,0,0,2.4423470353692043,0,4,1,1,2
441,1,2,0,45.0,1,1,3.305053521109253,0,5,3,0,3
442,0,3,1,20.0,0,0,2.3513752571634776,0,4,1,1,2
443,0,3,1,25.0,1,0,2.1719067693519296,0,4,2,0,2
444,1,2,0,28.0,0,0,2.6390573296152584,0,6,1,1,2
445,1,3,1,29.69911764705882,0,0,2.2096470973347766,0,4,1,1,2
446,1,1,1,4.0,0,2,4.417131919904876,0,0,3,0,0
447,1,2,0,13.0,0,1,3.0204248861443626,0,1,2,0,1
448,1,1,1,34.0,0,0,3.3160025355989236,0,4,1,1,2
449,1,3,0,5.0,2,1,3.0085645861193133,1,1,4,0,0
450,1,1,1,52.0,0,0,3.449987545831587,0,7,1,1,3
451,0,2,1,36.0,1,2,3.3586377672433594,0,4,4,0,3
452,0,3,1,29.69911764705882,1,0,3.0429354648621407,0,4,2,0,2
453,0,1,1,30.0,0,0,3.3586377672433594,1,4,1,1,2
454,1,1,1,49.0,1,0,4.500966778400217,1,4,2,0,3
455,0,3,1,29.69911764705882,0,0,2.2027647577118348,0,4,1,1,2
456,1,3,1,29.0,0,0,2.1855792552411137,1,4,1,1,2
457,0,1,1,65.0,0,0,3.3160025355989236,0,4,1,1,4
458,1,1,0,29.69911764705882,1,0,3.967694202798607,0,5,2,0,2
459,1,2,0,50.0,0,0,2.4423470353692043,0,1,1,1,3
460,0,3,1,29.69911764705882,0,0,2.169053700369523,2,4,1,1,2
461,1,1,1,48.0,0,0,3.3160025355989236,0,4,1,1,3
462,0,3,1,34.0,0,0,2.2027647577118348,0,4,1,1,2
463,0,1,1,47.0,0,0,3.676300671907076,0,4,1,1,3
464,0,2,1,48.0,0,0,2.6390573296152584,0,4,1,1,3
465,0,3,1,29.69911764705882,0,0,2.2027647577118348,0,4,1,1,2
466,0,3,1,38.0,0,0,2.0856720914304723,0,4,1,1,3
467,0,2,1,29.69911764705882,0,0,0.0,0,4,1,1,2
468,0,1,1,56.0,0,0,3.3160025355989236,0,4,1,1,3
469,0,3,1,29.69911764705882,0,0,2.1661924680884908,2,4,1,1,2
470,1,3,0,0.75,2,1,3.0085645861193133,1,1,4,0,0
471,0,3,1,29.69911764705882,0,0,2.1102132003465894,0,4,1,1,2
472,0,3,1,38.0,0,0,2.2682524139135403,0,4,1,1,3
473,1,2,0,33.0,1,2,3.3586377672433594,0,5,4,0,2
474,1,2,0,23.0,0,0,2.694066212646058,1,5,1,1,2
475,0,3,0,22.0,0,0,2.3830123421066602,0,1,1,1,2
476,0,1,1,29.69911764705882,0,0,3.970291913552122,0,4,1,1,2
477,0,2,1,34.0,1,0,3.091042453358316,0,4,2,0,2
478,0,3,1,29.0,1,0,2.0851502161468174,0,4,2,0,2
479,0,3,1,22.0,0,0,2.142510233146819,0,4,1,1,2
480,1,3,0,2.0,0,1,2.586823743668066,0,1,2,0,0
481,0,3,1,9.0,5,2,3.8691155044168695,0,0,8,0,0
482,0,2,1,29.69911764705882,0,0,0.0,0,4,1,1,2
483,0,3,1,50.0,0,0,2.2027647577118348,0,4,1,1,3
484,1,3,0,63.0,0,0,2.3596740599781727,0,5,1,1,4
485,1,1,1,25.0,1,0,4.5226490762785785,1,4,2,0,2
486,0,3,0,29.69911764705882,3,1,3.275887339030031,0,1,5,0,2
487,1,1,0,35.0,1,0,4.51085950651685,0,5,2,0,2
488,0,1,1,58.0,0,0,3.4242626545931514,1,4,1,1,3
489,0,3,1,30.0,0,0,2.2027647577118348,0,4,1,1,2
490,1,3,1,9.0,1,1,2.8273136219290276,0,0,3,0,0
491,0,3,1,29.69911764705882,1,0,3.0429354648621407,0,4,2,0,2
492,0,3,1,21.0,0,0,2.1102132003465894,0,4,1,1,2
493,0,1,1,55.0,0,0,3.449987545831587,0,4,1,1,3
494,0,1,1,71.0,0,0,3.922056501139853,1,4,1,1,4
495,0,3,1,21.0,0,0,2.2027647577118348,0,4,1,1,2
496,0,3,1,29.69911764705882,0,0,2.738146075922933,1,4,1,1,2
497,1,1,0,54.0,1,0,4.37281811610993,1,1,2,0,3
498,0,3,1,29.69911764705882,0,0,2.7788192719904172,0,4,1,1,2
499,0,1,0,25.0,1,2,5.027492411162679,0,5,4,0,2
500,0,3,1,24.0,0,0,2.174274334826008,0,4,1,1,2
501,0,3,1,17.0,0,0,2.2682524139135403,0,4,1,1,1
502,0,3,0,21.0,0,0,2.169053700369523,2,1,1,1,2
503,0,3,0,29.69911764705882,0,0,2.155151800914312,2,1,1,1,2
504,0,3,0,37.0,0,0,2.3596740599781727,0,1,1,1,3
505,1,1,0,16.0,0,0,4.471638793363569,0,1,1,1,1
506,0,1,1,18.0,1,0,4.699570861409576,1,4,2,0,1
507,1,2,0,33.0,0,2,3.295836866004329,0,5,3,0,2
508,1,1,1,29.69911764705882,0,0,3.3160025355989236,0,4,1,1,2
509,0,3,1,28.0,0,0,3.1580636854714434,0,4,1,1,2
510,1,3,1,26.0,0,0,4.05171190165724,0,4,1,1,2
511,1,3,1,29.0,0,0,2.169053700369523,2,4,1,1,2
512,0,3,1,29.69911764705882,0,0,2.2027647577118348,0,4,1,1,2
513,1,1,1,36.0,0,0,3.3064287218760624,0,4,1,1,3
514,1,1,0,54.0,1,0,4.100989104940769,1,5,2,0,3
515,0,3,1,24.0,0,0,2.139571923732859,0,4,1,1,2
516,0,1,1,47.0,0,0,3.5559421706858756,0,4,1,1,3
517,1,2,0,34.0,0,0,2.4423470353692043,0,5,1,1,2
518,0,3,1,29.69911764705882,0,0,3.224857896545748,2,4,1,1,2
519,1,2,0,36.0,1,0,3.295836866004329,0,5,2,0,3
520,0,3,1,32.0,0,0,2.1855792552411137,0,4,1,1,2
521,1,1,0,30.0,0,0,4.548599834499697,0,1,1,1,2
522,0,3,1,22.0,0,0,2.1855792552411137,0,4,1,1,2
523,0,3,1,29.69911764705882,0,0,2.1071782966514356,1,4,1,1,2
524,1,1,0,44.0,0,1,4.077184839375167,1,5,2,0,3
525,0,3,1,29.69911764705882,0,0,2.1076888046179385,1,4,1,1,2
526,0,3,1,40.5,0,0,2.169053700369523,2,4,1,1,3
527,1,2,0,50.0,0,0,2.4423470353692043,0,1,1,1,3
528,0,1,1,29.69911764705882,0,0,5.406181146423973,0,4,1,1,2
529,0,3,1,39.0,0,0,2.188856327665703,0,4,1,1,3
530,0,2,1,23.0,2,1,2.5257286443082556,0,4,4,0,2
531,1,2,0,2.0,1,1,3.295836866004329,0,1,3,0,0
532,0,3,1,29.69911764705882,0,0,2.1076888046179385,1,4,1,1,2
533,0,3,1,17.0,1,1,2.1076888046179385,1,4,3,0,1
534,1,3,0,29.69911764705882,0,2,3.1509523813392697,1,5,3,0,2
535,0,3,0,30.0,0,0,2.2682524139135403,0,1,1,1,2
536,1,2,0,7.0,0,2,3.305053521109253,0,1,3,0,0
537,0,1,1,45.0,0,0,3.3160025355989236,0,7,1,1,3
538,1,1,0,30.0,0,0,4.676792929661059,1,1,1,1,2
539,0,3,1,29.69911764705882,0,0,2.740840023925201,0,4,1,1,2
540,1,1,0,22.0,0,2,3.9219733362813143,1,1,3,0,2
541,1,1,0,36.0,0,2,4.276666119016055,0,1,3,0,3
542,0,3,0,9.0,4,2,3.4742929367327062,0,1,7,0,0
543,0,3,0,11.0,4,2,3.4742929367327062,0,1,7,0,0
544,1,2,1,32.0,1,0,3.295836866004329,0,4,2,0,2
545,0,1,1,50.0,1,0,4.676792929661059,1,4,2,0,3
546,0,1,1,64.0,0,0,3.295836866004329,0,4,1,1,4
547,1,2,0,19.0,1,0,3.295836866004329,0,5,2,0,2
548,1,2,1,29.69911764705882,0,0,2.6988412620169004,1,4,1,1,2
549,0,3,1,33.0,1,1,3.0692150503137943,0,4,3,0,2
550,1,2,1,8.0,1,1,3.6309854756950335,0,0,3,0,0
551,1,1,1,17.0,0,2,4.717456363787216,1,4,3,0,1
552,0,2,1,27.0,0,0,3.295836866004329,0,4,1,1,2
553,0,3,1,29.69911764705882,0,0,2.17806441028492,2,4,1,1,2
554,1,3,1,22.0,0,0,2.1071782966514356,1,4,1,1,2
555,1,3,0,22.0,0,0,2.1719067693519296,0,1,1,1,2
556,0,1,1,62.0,0,0,3.3160025355989236,0,4,1,1,4
557,1,1,0,48.0,1,0,3.703768066607687,1,7,2,0,3
558,0,1,1,29.69911764705882,0,0,5.4316456135398825,1,4,1,1,2
559,1,1,0,39.0,1,1,4.390118804571218,0,5,3,0,3
560,1,3,0,36.0,1,0,2.91235066461494,0,5,2,0,3
561,0,3,1,29.69911764705882,0,0,2.169053700369523,2,4,1,1,2
562,0,3,1,40.0,0,0,2.1855792552411137,0,4,1,1,3
563,0,2,1,28.0,0,0,2.6741486494265287,0,4,1,1,2
564,0,3,1,29.69911764705882,0,0,2.2027647577118348,0,4,1,1,2
565,0,3,0,29.69911764705882,0,0,2.2027647577118348,0,1,1,1,2
566,0,3,1,24.0,2,0,3.224857896545748,0,4,3,0,2
567,0,3,1,19.0,0,0,2.1855792552411137,0,4,1,1,2
568,0,3,0,29.0,0,4,3.0944457464900235,0,5,5,0,2
569,0,3,1,29.69911764705882,0,0,2.1076888046179385,1,4,1,1,2
570,1,3,1,32.0,0,0,2.180891922715322,0,4,1,1,2
571,1,2,1,62.0,0,0,2.4423470353692043,0,4,1,1,4
572,1,1,0,53.0,2,0,3.960416900617205,0,5,3,0,3
573,1,1,1,36.0,0,0,3.3100867049215847,0,4,1,1,3
574,1,3,0,29.69911764705882,0,0,2.169053700369523,2,1,1,1,2
575,0,3,1,16.0,0,0,2.2027647577118348,0,4,1,1,1
576,0,3,1,19.0,0,0,2.740840023925201,0,4,1,1,2
577,1,2,0,34.0,0,0,2.6390573296152584,0,1,1,1,2
578,1,1,0,39.0,1,0,4.041295341132285,0,5,2,0,3
579,0,3,0,29.69911764705882,1,0,2.738146075922933,1,5,2,0,2
580,1,3,1,32.0,0,0,2.188856327665703,0,4,1,1,2
581,1,2,0,25.0,1,1,3.4339872044851463,0,1,3,0,2
582,1,1,0,39.0,1,1,4.717456363787216,1,5,3,0,3
583,0,2,1,54.0,0,0,3.295836866004329,0,4,1,1,3
584,0,1,1,36.0,0,0,3.716616209085536,1,4,1,1,3
585,0,3,1,29.69911764705882,0,0,2.2734137156937657,1,4,1,1,2
586,1,1,0,18.0,0,2,4.390118804571218,0,1,3,0,1
587,0,2,1,47.0,0,0,2.772588722239781,0,4,1,1,3
588,1,1,1,60.0,1,1,4.384523514872469,1,4,3,0,3
589,0,3,1,22.0,0,0,2.2027647577118348,0,4,1,1,2
590,0,3,1,29.69911764705882,0,0,2.2027647577118348,0,4,1,1,2
591,0,3,1,35.0,0,0,2.094945728215801,0,4,1,1,2
592,1,1,0,52.0,1,0,4.37281811610993,1,5,2,0,3
593,0,3,1,47.0,0,0,2.1102132003465894,0,4,1,1,3
594,0,3,0,29.69911764705882,0,2,2.169053700369523,2,1,3,0,2
595,0,2,1,37.0,1,0,3.295836866004329,0,4,2,0,3
596,0,3,1,36.0,1,1,3.224857896545748,0,4,3,0,3
597,1,2,0,29.69911764705882,0,0,3.5263605246161616,0,1,1,1,2
598,0,3,1,49.0,0,0,0.0,0,4,1,1,3
599,0,3,1,29.69911764705882,0,0,2.1071782966514356,1,4,1,1,2
600,1,1,1,49.0,1,0,4.0592215752427645,1,7,2,0,3
601,1,2,0,24.0,2,1,3.332204510175204,0,5,4,0,2
602,0,3,1,29.69911764705882,0,0,2.1855792552411137,0,4,1,1,2
603,0,1,1,29.69911764705882,0,0,3.770459441106359,0,4,1,1,2
604,0,3,1,44.0,0,0,2.2027647577118348,0,4,1,1,3
605,1,1,1,35.0,0,0,3.3160025355989236,1,4,1,1,2
606,0,3,1,36.0,1,0,2.806386101823072,0,4,2,0,3
607,0,3,1,30.0,0,0,2.1855792552411137,0,4,1,1,2
608,1,1,1,27.0,0,0,3.449987545831587,0,4,1,1,2
609,1,2,0,22.0,1,2,3.7513658711253766,1,5,4,0,2
610,1,1,0,40.0,0,0,5.039951348430309,0,1,1,1,3
611,0,3,0,39.0,1,5,3.4742929367327062,0,5,7,0,3
612,0,3,1,29.69911764705882,0,0,2.0856720914304723,0,4,1,1,2
613,1,3,0,29.69911764705882,1,0,2.803360380906535,2,1,2,0,2
614,0,3,1,29.69911764705882,0,0,2.169053700369523,2,4,1,1,2
615,0,3,1,35.0,0,0,2.2027647577118348,0,4,1,1,2
616,1,2,0,24.0,1,2,4.189654742026425,0,1,4,0,2
617,0,3,1,34.0,1,1,2.7343675094195836,0,4,3,0,2
618,0,3,0,26.0,1,0,2.8390784635086144,0,5,2,0,2
619,1,2,0,4.0,2,1,3.6888794541139363,0,1,4,0,0
620,0,2,1,26.0,0,0,2.4423470353692043,0,4,1,1,2
621,0,3,1,27.0,1,0,2.737880811060884,1,4,2,0,2
622,1,1,1,42.0,1,0,3.9806942251907276,0,4,2,0,3
623,1,3,1,20.0,1,1,2.817902613071225,1,4,3,0,2
624,0,3,1,21.0,0,0,2.180891922715322,0,4,1,1,2
625,0,3,1,21.0,0,0,2.8390784635086144,0,4,1,1,2
626,0,1,1,61.0,0,0,3.5061818266142577,0,4,1,1,4
627,0,2,1,57.0,0,0,2.5915163848462583,2,7,1,1,3
628,1,1,0,21.0,0,0,4.368919865004903,0,1,1,1,2
629,0,3,1,26.0,0,0,2.1855792552411137,0,4,1,1,2
630,0,3,1,29.69911764705882,0,0,2.167143305297764,2,4,1,1,2
631,1,1,1,80.0,0,0,3.4339872044851463,0,4,1,1,4
632,0,3,1,51.0,0,0,2.086193694502369,0,4,1,1,3
633,1,1,1,32.0,0,0,3.449987545831587,1,7,1,1,2
634,0,1,1,29.69911764705882,0,0,0.0,0,4,1,1,2
635,0,3,0,9.0,3,2,3.3638415951183864,0,1,6,0,0
636,1,2,0,28.0,0,0,2.6390573296152584,0,1,1,1,2
637,0,3,1,32.0,0,0,2.188856327665703,0,4,1,1,2
638,0,2,1,31.0,1,1,3.305053521109253,0,4,3,0,2
639,0,3,0,41.0,0,5,3.705920919968788,0,5,6,0,3
640,0,3,1,29.69911764705882,1,0,2.8390784635086144,0,4,2,0,2
641,0,3,1,20.0,0,0,2.180891922715322,0,4,1,1,2
642,1,1,0,24.0,0,0,4.252771798816619,1,2,1,1,2
643,0,3,0,2.0,3,2,3.3638415951183864,0,1,6,0,0
644,1,3,1,29.69911764705882,0,0,4.05171190165724,0,4,1,1,2
645,1,3,0,0.75,2,1,3.0085645861193133,1,1,4,0,0
646,1,1,1,48.0,1,0,4.353230991152628,1,4,2,0,3
647,0,3,1,19.0,0,0,2.1855792552411137,0,4,1,1,2
648,1,1,1,56.0,0,0,3.597312260588446,1,7,1,1,3
649,0,3,1,29.69911764705882,0,0,2.145931282948669,0,4,1,1,2
650,1,3,0,23.0,0,0,2.145931282948669,0,1,1,1,2
651,0,3,1,29.69911764705882,0,0,2.1855792552411137,0,4,1,1,2
652,1,2,0,18.0,0,1,3.1780538303479458,0,1,2,0,1
653,0,3,1,21.0,0,0,2.2442459824059346,0,4,1,1,2
654,1,3,0,29.69911764705882,0,0,2.17806441028492,2,1,1,1,2
655,0,3,0,18.0,0,0,2.0476928433652555,2,1,1,1,1
656,0,2,1,24.0,2,0,4.310799125385514,0,4,3,0,2
657,0,3,1,29.69911764705882,0,0,2.1855792552411137,0,4,1,1,2
658,0,3,0,32.0,1,1,2.803360380906535,2,5,3,0,2
659,0,2,1,23.0,0,0,2.6390573296152584,0,4,1,1,2
660,0,1,1,58.0,0,2,4.738607824217808,1,4,3,0,3
661,1,1,1,50.0,2,0,4.902678819257608,0,7,3,0,3
662,0,3,1,40.0,0,0,2.1071782966514356,1,4,1,1,3
663,0,1,1,47.0,0,0,3.2804411805263554,0,4,1,1,3
664,0,3,1,36.0,0,0,2.139571923732859,0,4,1,1,3
665,1,3,1,20.0,1,0,2.188856327665703,0,4,2,0,2
666,0,2,1,32.0,2,0,4.310799125385514,0,4,3,0,2
667,0,2,1,25.0,0,0,2.6390573296152584,0,4,1,1,2
668,0,3,1,29.69911764705882,0,0,2.1719067693519296,0,4,1,1,2
669,0,3,1,43.0,0,0,2.2027647577118348,0,4,1,1,3
670,1,1,0,29.69911764705882,1,0,3.970291913552122,0,5,2,0,2
671,1,2,0,40.0,1,1,3.6888794541139363,0,5,3,0,3
672,0,1,1,31.0,1,0,3.970291913552122,0,4,2,0,2
673,0,2,1,70.0,0,0,2.4423470353692043,0,4,1,1,4
674,1,2,1,31.0,0,0,2.6390573296152584,0,4,1,1,2
675,0,2,1,29.69911764705882,0,0,0.0,0,4,1,1,2
676,0,3,1,18.0,0,0,2.1719067693519296,0,4,1,1,1
677,0,3,1,24.5,0,0,2.2027647577118348,0,4,1,1,2
678,1,3,0,18.0,0,0,2.3833998102837652,0,1,1,1,1
679,0,3,0,43.0,1,6,3.8691155044168695,0,5,8,0,3
680,1,1,1,36.0,0,1,6.240917354759096,1,4,2,0,3
681,0,3,0,29.69911764705882,0,0,2.212386825075897,2,1,1,1,2
682,1,1,1,27.0,0,0,4.353230991152628,1,4,1,1,2
683,0,3,1,20.0,0,0,2.3248357019288655,0,4,1,1,2
684,0,3,1,14.0,5,2,3.8691155044168695,0,4,8,0,1
685,0,2,1,60.0,1,1,3.6888794541139363,0,4,3,0,3
686,0,2,1,25.0,1,2,3.7513658711253766,1,4,4,0,2
687,0,3,1,14.0,4,1,3.705920919968788,0,4,6,0,1
688,0,3,1,19.0,0,0,2.4133032309283076,0,4,1,1,2
689,0,3,1,18.0,0,0,2.174274334826008,0,4,1,1,1
690,1,1,0,15.0,0,1,5.35817698994543,0,1,2,0,1
691,1,1,1,31.0,1,0,4.060443010546419,0,4,2,0,2
692,1,3,0,4.0,0,1,2.668387256845834,1,1,2,0,0
693,1,3,1,29.69911764705882,0,0,4.05171190165724,0,4,1,1,2
694,0,3,1,25.0,0,0,2.1071782966514356,1,4,1,1,2
695,0,1,1,60.0,0,0,3.3160025355989236,0,7,1,1,3
696,0,2,1,52.0,0,0,2.6741486494265287,0,4,1,1,3
697,0,3,1,44.0,0,0,2.2027647577118348,0,4,1,1,3
698,1,3,0,29.69911764705882,0,0,2.167143305297764,2,1,1,1,2
699,0,1,1,49.0,1,1,4.717456363787216,1,4,3,0,3
700,0,3,1,42.0,0,0,2.157559320943788,0,4,1,1,3
701,1,1,0,18.0,1,0,5.4316456135398825,1,5,2,0,1
702,1,1,1,35.0,0,0,3.3064287218760624,0,4,1,1,2
703,0,3,0,18.0,0,1,2.737880811060884,1,1,2,0,1
704,0,3,1,25.0,0,0,2.1681046787623672,2,4,1,1,2
705,0,3,1,26.0,1,0,2.180891922715322,0,4,2,0,2
706,0,2,1,39.0,0,0,3.295836866004329,0,4,1,1,3
707,1,2,0,45.0,0,0,2.6741486494265287,0,5,1,1,3
708,1,1,1,42.0,0,0,3.3064287218760624,0,4,1,1,3
709,1,1,0,22.0,0,0,5.027492411162679,0,1,1,1,2
710,1,3,1,29.69911764705882,1,1,2.7878344138303452,1,0,3,0,2
711,1,1,0,24.0,0,0,3.922056501139853,1,2,1,1,2
712,0,1,1,29.69911764705882,0,0,3.3160025355989236,0,4,1,1,2
713,1,1,1,48.0,1,0,3.970291913552122,0,4,2,0,3
714,0,3,1,29.0,0,0,2.3497835148230464,0,4,1,1,2
715,0,2,1,52.0,0,0,2.6390573296152584,0,4,1,1,3
716,0,3,1,19.0,0,0,2.157559320943788,0,4,1,1,2
717,1,1,0,38.0,0,0,5.4316456135398825,1,1,1,1,3
718,1,2,0,27.0,0,0,2.4423470353692043,0,1,1,1,2
719,0,3,1,29.69911764705882,0,0,2.803360380906535,2,4,1,1,2
720,0,3,1,33.0,0,0,2.1719067693519296,0,4,1,1,2
721,1,2,0,6.0,0,1,3.5263605246161616,0,1,2,0,0
722,0,3,1,17.0,1,0,2.086193694502369,0,4,2,0,1
723,0,2,1,34.0,0,0,2.6390573296152584,0,4,1,1,2
724,0,2,1,50.0,0,0,2.6390573296152584,0,4,1,1,3
725,1,1,1,27.0,1,0,3.9908341858524357,0,4,2,0,2
726,0,3,1,20.0,0,0,2.2682524139135403,0,4,1,1,2
727,1,2,0,30.0,3,0,3.091042453358316,0,5,4,0,2
728,1,3,0,29.69911764705882,0,0,2.1676241075599285,2,1,1,1,2
729,0,2,1,25.0,1,0,3.295836866004329,0,4,2,0,2
730,0,3,0,25.0,1,0,2.188856327665703,0,1,2,0,2
731,1,1,0,29.0,0,0,5.35817698994543,0,1,1,1,2
732,0,3,1,11.0,0,0,2.9850504252071306,1,4,1,1,0
733,0,2,1,29.69911764705882,0,0,0.0,0,4,1,1,2
734,0,2,1,23.0,0,0,2.6390573296152584,0,4,1,1,2
735,0,2,1,23.0,0,0,2.6390573296152584,0,4,1,1,2
736,0,3,1,28.5,0,0,2.8390784635086144,0,4,1,1,2
737,0,3,0,48.0,1,3,3.5660053559634015,0,5,5,0,3
738,1,1,1,35.0,0,0,6.240917354759096,1,4,1,1,2
739,0,3,1,29.69911764705882,0,0,2.1855792552411137,0,4,1,1,2
740,0,3,1,29.69911764705882,0,0,2.1855792552411137,0,4,1,1,2
741,1,1,1,29.69911764705882,0,0,3.4339872044851463,0,4,1,1,2
742,0,1,1,36.0,1,0,4.380149874661021,0,4,2,0,3
743,1,1,0,21.0,2,2,5.5735788721243535,1,1,5,0,2
744,0,3,1,24.0,1,0,2.8390784635086144,0,4,2,0,2
745,1,3,1,31.0,0,0,2.188856327665703,0,4,1,1,2
746,0,1,1,70.0,1,1,4.276666119016055,0,7,3,0,4
747,0,3,1,16.0,1,1,3.056356895370426,0,4,3,0,1
748,1,2,0,30.0,0,0,2.6390573296152584,0,1,1,1,2
749,0,1,1,19.0,1,0,3.9908341858524357,0,4,2,0,2
750,0,3,1,31.0,0,0,2.169053700369523,2,4,1,1,2
751,1,2,0,4.0,1,1,3.1780538303479458,0,1,3,0,0
752,1,3,1,6.0,0,1,2.600836116795061,0,0,2,0,0
753,0,3,1,33.0,0,0,2.3513752571634776,0,4,1,1,2
754,0,3,1,23.0,0,0,2.1855792552411137,0,4,1,1,2
755,1,2,0,48.0,1,2,4.189654742026425,0,5,4,0,3
756,1,2,1,0.67,1,1,2.740840023925201,0,0,3,0,0
757,0,3,1,28.0,0,0,2.174274334826008,0,4,1,1,2
758,0,2,1,18.0,0,0,2.5257286443082556,0,4,1,1,1
759,0,3,1,34.0,0,0,2.2027647577118348,0,4,1,1,2
760,1,1,0,33.0,0,0,4.471638793363569,0,7,1,1,2
761,0,3,1,29.69911764705882,0,0,2.740840023925201,0,4,1,1,2
762,0,3,1,41.0,0,0,2.094945728215801,0,4,1,1,3
763,1,3,1,20.0,0,0,2.1076888046179385,1,4,1,1,2
764,1,1,0,36.0,1,2,4.795790545596741,0,5,4,0,3
765,0,3,1,16.0,0,0,2.1719067693519296,0,4,1,1,1
766,1,1,0,51.0,1,0,4.368919865004903,0,5,2,0,3
767,0,1,1,29.69911764705882,0,0,3.703768066607687,1,7,1,1,2
768,0,3,0,30.5,0,0,2.169053700369523,2,1,1,1,2
769,0,3,1,29.69911764705882,1,0,3.224857896545748,2,4,2,0,2
770,0,3,1,32.0,0,0,2.236712348843338,0,4,1,1,2
771,0,3,1,24.0,0,0,2.3513752571634776,0,4,1,1,2
772,0,3,1,48.0,0,0,2.180891922715322,0,4,1,1,3
773,0,2,0,57.0,0,0,2.4423470353692043,0,5,1,1,3
774,0,3,1,29.69911764705882,0,0,2.1071782966514356,1,4,1,1,2
775,1,2,0,54.0,1,3,3.1780538303479458,0,5,5,0,3
776,0,3,1,18.0,0,0,2.169053700369523,0,4,1,1,1
777,0,3,1,29.69911764705882,0,0,2.169053700369523,2,4,1,1,2
778,1,3,0,5.0,0,0,2.600836116795061,0,1,1,1,0
779,0,3,1,29.69911764705882,0,0,2.1676241075599285,2,4,1,1,2
780,1,1,0,43.0,0,1,5.35817698994543,0,5,2,0,3
781,1,3,0,13.0,0,0,2.1076888046179385,1,1,1,1,1
782,1,1,0,17.0,1,0,4.060443010546419,0,5,2,0,1
783,0,1,1,29.0,0,0,3.4339872044851463,0,4,1,1,2
784,0,3,1,29.69911764705882,1,2,3.196630215920881,0,4,4,0,2
785,0,3,1,25.0,0,0,2.0856720914304723,0,4,1,1,2
786,0,3,1,25.0,0,0,2.1102132003465894,0,4,1,1,2
787,1,3,0,18.0,0,0,2.139571923732859,0,1,1,1,1
788,0,3,1,8.0,4,1,3.405355391810819,2,0,6,0,0
